id;description;type;enum;format;minimum;exclusiveMinimum;maximum;exclusiveMaximum;minLength;maxLength;uniqueItems;minItems;multipleOf;maxItems;properties;required;discriminator;oneOf;allOf;readOnly;menuItem;expandible
O000621;Enumerado;string;1011,1012,1013,1021,1022,1023,1024,1031,1032,1033,10411,10412,10421,10422,10423,10424,10425,1051,1061,1062,1069,1071,11111,11112,11113,11114,11121,11122,11131,11132,1114,11211,11212,11213,11219,11221,11222,11231,11232,1124,113,1141,1142,1143,11431,11432,11433,11511,11512,11514,11515,1152,1153,1161,11611,11612,11613,11614,1162,12111,12112,12121,12122,1221,12211,12212,12213,12214,12215,12216,12217,1222,12221,12222,12223,12224,12225,12226,1223,12231,12232,12233,12234,1224,12241,12242,12243,12244,12245,12246,12247,12248,12251,12252,12259,12311,12312,12313,12314,12319,12321,12322,12331,12332,1234,12341,12342,12391,12392,12399,1241,12411,12412,12421,12422,12423,12431,12432,12433,12434,12435,1244,12441,12442,12443,1245,12451,12452,12461,12462,12463,12464,12465,12466,12471,12472,12473,12474,12475,12476,12479,1249,12491,12492,12499,12511,12512,12513,12514,12515,12516,12517,12521,12522,12531,12532,12533,12534,12535,12536,12537,12538,12539,12541,12542,12551,12552,12553,12554,12555,12559,13111,13112,1312,13121,13122,13123,1313,13131,13132,13139,13141,13142,1315,13151,13152,13161,13162,13163,13164,13165,13166,13167,13168,13169,13191,13199,13211,13212,13221,13222,13223,13231,13232,13233,13241,13242,13243,13251,13252,13253,13254,13261,13262,13291,13292,13293,13294,13299,133,13301,13302,1341,13411,13412,13413,13414,13415,13419,1342,13421,13422,1343,13431,13432,13433,1344,1345,13451,13452,13453,13454,13455,13456,13457,13458,13459,1346,13461,13462,13463,13464,13465,13511,13512,1352,1353,1354,13541,13542,13543,13544,13551,13552,1361,13611,13612,13613,13614,13615,13616,13617,1362,13621,13622,1363,13631,13632,13639,1371,13711,13712,13713,13714,13715,13716,1372,13721,13722,1381,13811,13812,1382,13821,13822,1383,13831,13832,13833,13834,13835,1389,13891,13892,13899,1391,13911,13912,13913,13914,13915,13916,13917,13918,13921,13922,13931,13932,1399,13991,13992,13993,13994,13995,13996,13997,13998,13999,14111,14112,14113,14121,14122,14123,14124,14131,14132,14133,14134,14141,14142,14143,14144,1415,14151,14152,14153,1416,14161,14162,14171,14172,14181,14182,14191,14192,14193,142,14201,14202,14211,14212,14221,14222,14223,14224,14231,14232,14233,14239,14241,14242,14243,14251,14252,14253,14259,1426,14261,14262,1427,14271,14272,14281,14282,14291,14292,14311,14312,14313,14321,14322,14323,1433,14331,14332,1434,14341,14342,14343,14344,14351,14352,14353,14354,1436,14361,14362,14363,14369,14371,14372,14391,14392,14393,14399,1441,14411,14412,14413,14421,14422,14429,1451,14511,14512,14513,14514,1452,14521,14522,1453,1454,14541,14542,14551,14559,14561,14562,1461,14611,14612,14621,14622,14623,14624,1463,14631,14632,14633,14634,1464,14641,14642,14643,1465,14651,14652,14653,14654,14655,14656,14659,1466,14661,14662,1467,14671,14672,14681,14682,14683,14684,14685,1471,14711,14712,1472,14721,14722,14731,14732,14733,14734,14739,1474,14741,14742,14743,1475,14751,14752,14753,14754,14761,14762,14769,14811,14812,14819,14821,14822,14911,14912,1492,14921,14922,14923,14924,14925,14926,14927,14928,1493,14931,14932,14933,14941,14942,14951,14959,15011,15012,15013,15021,15022,15023,15024,15025,15026,15031,15032,15033,15034,15041,15042,15043,15044,15045,15046,15047,15048,15051,15052,15053,15054,15055,15056,15057,1506,1507,1508,1611,16121,16122,16123,16124,16125,16126,16127,16128,16129,16131,16132,16133,16134,16135,16139,16141,16142,16143,16144,16151,16152,16153,16154,16155,16156,16159,16161,16162,16163,16164,16165,16166,16169,16171,16172,16173,16174,16175,16176,16177,16178,16179,16181,16182,16191,16192,16193,16194,16195,16196,16197,16198,16199,1621,1622,1623,1631,1641,16421,16422,16423,16424,16425,16426,16431,16432,16441,16442,16443,16444,16445,16446,1645,16461,16463,16464,16465,164651,164652,16467,16468,16471,16472,16473,16474,16475,16511,16512,16513,16514,16515,16516,16517,16521,16522,16523,16524,16531,16532,16533,16534,16535,16536,16539,16541,16542,16543,16544,16545,16546,16551,16552,16553,1656,1657,16591,16592,16593,16594,16595,16596,16597,16598,16599,16611,16612,16613,16621,16622,16631,16632,16633,16634,16639,16641,166411,166412,16649,166491,166492,1665,16711,16712,16713,16714,16715,16721,16722,16723,1673,16741,16742,16743,16744,16745,16746,16747,1675,1676,16771,16779,1681,1682,1683,1684,1685,1686,16871,16872,16873,16874,16911,16912,16919,1692,1699,1711,17111,17112,1712,17121,17122,17211,17212,17213,17214,1722,1729,17291,17292,17293,17311,17312,1732,17321,17322,17323,17331,17332,17333,17411,17412,17413,17414,17421,17422,17423,17424,17511,17512,17513,17514,17515,17516,17531,17532,17533,17534,17535,17539,17541,17542,17543,17544,17545,17546,17549,1755,17551,17552,1756,17561,17569,1757,1761,17611,17612,17613,1769,17691,17692,17693,17699,1811,1812,18191,18192,18193,18194,18195,18196,18199,1821,18211,18212,18213,1822,18221,18222,18223,18224,18229,1823,18311,18312,18313,18319,18321,18322,18329,1833,18331,18332,1834,1841,1842,18431,18432,18433,18434,18435,18436,18439,1844,1845,1846,1847,18491,18492,18493,18494,18495,18496,18497,18498,18499,1851,1852,1853,18541,18542,1855,18551,18552,18553,18559,18561,18562,18571,18572,18573,18574,18575,18576,18577,18578,18579,1859,18611,18612,1862,1911,1912,1913,19211,19212,19213,19214,19215,19216,19217,19218,19219,1922,19221,19222,19311,19312,19313,19314,19315,19316,19321,19322,19331,19332,19339,1934,19351,19352,1936,19361,19362,19363,19364,19365,19369,19411,19412,19421,19422,19429,1943,1944,1945,1951,1952,19611,19612,19613,19621,19622,19631,19632,19633,19634,19641,19642,19643,19651,19652,19653,19654,19655,19661,19662,19669,19671,19672,19673,19681,19682,19683,19691,19692,19693,19694,196941,196942,196943,196944,196945,196946,19695,19696,196971,196972,19711,19712,19713,19721,19722,19731,19732,197321,197322,19733,1974,1975,19791,19792,19793,19794,19799,19811,19812,19813,19821,19822,19823,19824,19825,1983,19891,19892,19893,1991,1999,2011,2012,2013,2021,2022,2023,2024,2099,2111,2112,2121,2131,2199,2211,2212,2213,2214,2221,2222,2223,2224,2225,2226,2227,2228,2299,2311,2321,2322,2399,2411,2412,2421,2422,2431,2432,2441,2451,2499,2511,2521,2599,2611,2612,2699,2711,2712,2713,2721,2722,2723,2724,2725,2726,2727,2728,2731,2732,2733,2734,2741,2742,2743,2744,2745,2746,2747,2748,2749,2751,2761,2762,2763,2764,2765,2771,2772,2773,2774,2775,2776,2777,2778,2799,2811,2821,2822,2823,2824,2825,2826,2831,2832,2833,2834,2835,2836,2837,2838,2839,2841,2851,2852,2853,2854,2855,2861,2862,2871,2872,2873,2881,2882,2883,2884,2885,2886,2887,2888,2899,299999,3011,3012,3013,3014,3015,3016,3017,3018,3019,3021,3022,3029,3031,3032,3033,3039,3041,3042,3043,3044,3045,3046,3047,3048,3049,3051,3052,3053,3054,3055,3059,99101,99103,99104,99901,99903,99904,99907;;;;;;;;;;;;;;;;;;false;false
O000721;Enumerado;string;Si,No;;;;;;;;;;;;;;;;;;false;false
C020201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C020301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C020401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C020501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C020701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C020801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C020901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C021001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C021101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C021201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C021301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C220001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B001001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B001011;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B001101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B001111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B001201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B001211;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B002001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B002011;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B002101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B002111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B002201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B002211;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B003011;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B003111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B003211;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B036701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B036711;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
B036801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C030101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C030201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C030202;Enumerado;string;CalculoManual,CalculoAutomatico;;;;;;;;;;;;;;;;;;false;false
C030300;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C030301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C030501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C030600;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C030601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C030801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C030900;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C030901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C031101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C031200;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C031201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C031401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C031500;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C031501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C031701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C031800;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C031801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C032001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C032100;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C032101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
O000131;Enumerado;string;No,Si;;;;;;;;;;;;;;;;;;false;false
O000231;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
O000331;Escalar;number;;percentage;0;;100;;;;;;;;;;;;;;false;false
O000431;Enumerado;string;1641,16421,16422,16423,16424,16425,16426,16431,16432,16441,16442,16443,16446,16471,16472,16473,16511,16512,16513,16514,16515,16516,16522,16523,16531,16532,16533,16534,16535,16539,16542,16545,16546,16592,16593,165941,165942,16596,16597,16622,16631,16632,16633,16634,16639,16714,16715,16721,16722,16723,1673,1675,1676,1681,1682,1683,16911,16912,16919,169191,1692,1699,17211,17212,17213,1722,17515,1757,18495,19331,19672,19711,19721,19722,19733;;;;;;;;;;;;;;;;;;false;false
O000531;Enumerado;string;No,Si;;;;;;;;;;;;;;;;;;false;false
C032402;Enumerado;string;InicioActividadAActual60Porc,InicioActividadAActualMenos130Porc,InicioActividadAActualMenos1oAActual70Porc,Ninguno;;;;;;;;;;;;;;;;;;false;false
C032502;Escalar;number;;percentage;0;;100;;;;;;;;;;;;;true;false;false
C032503;Escalar;number;;percentage;0;;100;;;;;;;;;;;;;true;false;false
C032504;Enumerado;string;;;;;;;;;;;;;;;;;;true;false;false
C032506;Enumerado;string;Si,No;;;;;;;;;;;;;;;;;;false;false
C032602;Enumerado;string;Hasta60Dias50Porc,De61a120Dias35Porc,De121a180Dias25Porc,Ninguno;;;;;;;;;;;;;;;;;;false;false
C032801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C230101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C232001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C232100;Escalar;string;;;;;;;;;;;;;;;;;;;false;false
C232101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Lista008;Enumerado;string;MunicipiosHasta2,Municipios2a5,Municipios5,Ninguno;;;;;;;;;;;;;;;;;;false;false
Lista008B;Enumerado;string;MunicipiosHasta2,Municipios2a5,Municipios5,Ninguno;;;;;;;;;;;;;;;;;;false;false
Lista024;Enumerado;string;MunicipiosHasta100,MunicipiosMas100,Ninguno;;;;;;;;;;;;;;;;;;false;false
Lista023;Enumerado;string;MunicipiosHasta2,Municipios2a10,Municipios10a50,Municipios50a100,Ninguno;;;;;;;;;;;;;;;;;;false;false
EOAAGFVector;Vector;object;;;;;;;;;;;;;O000141,O000241,O000341,C039801,C042001,C042102,C042201,C042301,C042303,C042402,C042501,C042701,C047101,C047301,U000101,U000102,U000103,U000201,U000202,U000203,U000301,U000302,U000303,U000401,U000402,U000403,U000501,U000502,U000503,U000601,U000602,U000603,U000701,U000702,U000703,U000801,U000802,U000803,U000901,U000902,U000903,U001001,U001002,U001003,U001101,U001102,U001103,U001201,U001202,U001203,U001301,U001302,U001303,U001401,U001402,U001403,U001501,U001502,U001601,U001602,U001603,U001701,U001702,U001703,U001801,U001802,U001803,U001901,U001902,U001903,U002001,U002002,U002003,U002101,U002102,U002103;;;;;;false;false
O000141;Enumerado;string;No,Si;;;;;;;;;;;;;;;;;;false;false
O000241;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
O000341;Escalar;number;;percentage;0;;100;;;;;;;;;;;;;;false;false
C039801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C042001;Escalar;string;Si,No;;;;;;;;;;;;;;;;;;false;false
C042102;Enumerado;string;Mas10Porc,Mas20Porc,Mas30Porc,Mas40Porc,Mas49Porc,BorrarCasilla;;;;;;;;;;;;;;;;;;false;false
C042201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C042301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C042303;Enumerado;string;GanaderiaExceptoExplotacionesIntensivas,ExplotacionIntensivaGanadoPorcinoCarneyAvicultura,BorrarCasilla;;;;;;;;;;;;;;;;;;false;false
C042402;Enumerado;string;InicioActividadAActual60Porc,InicioActividadAActualMenos130Porc,InicioActividadAActualMenos1oAActual70Porc,Ninguno;;;;;;;;;;;;;;;;;;false;false
C042501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C042701;Escalar;string;Si,No;;;;;;;;;;;;;;;;;;false;false
C047101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C047301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000103;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000202;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000203;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000302;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000303;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000402;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000403;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000502;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000503;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000602;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000603;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000702;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000703;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000802;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000803;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000902;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U000903;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001002;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001003;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001103;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001202;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001203;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001302;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001303;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001402;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001403;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001502;Enumerado;string;Dos,Cinco,Siete;;;;;;;;;;;;;;;;;;false;false
U001601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001602;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001603;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001702;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001703;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001802;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001803;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001902;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U001903;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U002001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U002002;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U002003;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U002101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U002102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
U002103;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D051224;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D051221;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D051222;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D051223;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D051225;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S000131;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S000231;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S000331;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S000431;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S000531;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R006411;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R001111;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
R002111;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R003111;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R004111;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R005111;Enumerado;string;Conyuge,Hijo,Nieto,PadreMadre,Abuelo,Hermano,Tio,Sobrino,Otros;;;;;;;;;;;;;;;;;;false;false
R006111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R000181;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R001281;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
R002281;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R003281;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R004281;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R005281;Enumerado;string;Conyuge,Hijo,Nieto,PadreMadre,Abuelo,Hermano,Tio,Sobrino,Otros;;;;;;;;;;;;;;;;;;false;false
R006281;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C059001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S001101;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002101;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003101;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004101;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000121;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000221;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
J001121;Escalar;string;;;;;;;;20;;;;;;true;;;;;false;false
J002121;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
J003121;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
J004121;Escalar;string;Ambos,Declarante,Conyuge;;;;;;;;;;;;;;;;;;false;false
J005121;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
J006121;Escalar;string;;nif;;;;;;10;;;;;;true;;;;;false;false
J007121;Escalar;string;SinGrado,MayorIgual33menor65,MayorIgual65;;;;;;;;;;;;;;;;;;false;false
J008121;Escalar;string;Hermano,Tio,AscendienteAfinidad;;;;;;;;;;;;;;;;;;false;false
D000001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000141;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000241;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000341;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000441;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000291;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000391;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000491;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000151;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000251;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000351;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R001191;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
R002191;Escalar;string;;;;;;;;40;;;;;;;;;;;false;false
R003191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C054501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C076301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C054701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C058801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R000131;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R001231;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
R002231;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R003231;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R004231;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R005231;Enumerado;string;Conyuge,Hijo,Nieto,PadreMadre,Abuelo,Hermano,Tio,Sobrino,Otros;;;;;;;;;;;;;;;;;;false;false
R006231;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C054191;Enumerado;string;FinesSociales,IglesiaCatolica,Ninguna,IglesiaCatolicaYFinesSociales;;;;;;;;;;;;;;;;;;false;false
S001111;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002111;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003111;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004111;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C056001;Enumerado;string;No,Activo,NoActivo;;;;;;;;;;;;;;;;;;false;false
C156001;Enumerado;string;Si,No;;;;;;;;;;;;;;;;;true;false;false
C156101;Enumerado;string;No,Activo,NoActivo;;;;;;;;;;;;;;;;;;false;false
J001111;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
J002111;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
J003111;Escalar;string;No,MeceSoc,MeceCult;;;;;;;;;;;;;;;;;;false;false
J004111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000171;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000271;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000371;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001081;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002081;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003081;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W000191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W000391;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C057411;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C057701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C058001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C059101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C059108;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C059301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
